claim_id,policy_number,claimant_id,claimant_name,claim_type,estimated_damage,amount_paid,claim_date,incident_date,settlement_date,status,location,state,description,police_report,photos_provided,witness_statements,vehicle_vin,vehicle_make,vehicle_model,vehicle_year,license_plate,fraud_flag
CLM-2026-004046,POL-2020-194,CLM-946,Sandra Sanchez,Fire Damage,184369.41,137987.66,2025-10-08,2025-09-26,2025-11-25,SETTLED,"LA City, LA",LA,Fire Damage incident reported at LA City. Weather-related incident.,False,True,1,,,,,,False
CLM-2026-004047,POL-2024-120,CLM-1744,Matthew Ramirez,Major Collision,54960.25,,2024-10-19,2024-10-06,,PENDING,"Aurora, IL",IL,Major Collision incident reported at Aurora. Significant damage to vehicle.,True,False,0,433XJAATR1PHJKHB3,Honda,Odyssey,2022.0,TVR782,False
CLM-2026-004048,POL-2023-895,CLM-1569,Betty Thompson,Liability,43988.11,32198.24,2023-11-11,2023-11-05,2023-11-30,APPROVED,"Cincinnati, OH",OH,Liability incident reported at Cincinnati. Multiple vehicles involved.,True,True,0,,,,,,False
CLM-2026-004049,POL-2024-706,CLM-1969,Jessica Harris,Auto Theft,15976.95,,2024-01-04,2023-12-25,,UNDER_REVIEW,"Pittsburgh, PA",PA,Auto Theft incident reported at Pittsburgh. Minor damage reported.,True,True,1,3MFPV6T52PNV8GKK6,Honda,Odyssey,2020.0,JFN699,False
CLM-2026-004050,POL-2020-605,CLM-1975,Mark Lopez,Property Damage,13009.03,,2023-01-10,2023-01-07,,PENDING,"VA City, VA",VA,Property Damage incident reported at VA City. Single vehicle incident.,True,True,0,,,,,,False
CLM-2026-004051,POL-2022-746,CLM-224,Lisa Rodriguez,Property Theft,15868.42,11380.23,2024-08-25,2024-08-21,2024-09-18,APPROVED,"Akron, OH",OH,Property Theft incident reported at Akron. Weather-related incident.,True,False,2,,,,,,False
CLM-2026-004052,POL-2021-110,CLM-1722,Karen Williams,Auto Theft,18971.69,,2023-07-11,2023-07-09,,DENIED,"WI City, WI",WI,Auto Theft incident reported at WI City. Minor damage reported.,True,True,0,SGPJP586NZGUKKV4U,Kia,Sportage,2018.0,KIP565,False
CLM-2026-004053,POL-2021-922,CLM-174,Mary Perez,Vandalism,1021.14,975.36,2024-04-30,2024-04-30,2024-06-23,APPROVED,"Warren, MI",MI,Vandalism incident reported at Warren. Minor damage reported.,True,True,1,,,,,,False
CLM-2026-004054,POL-2022-174,CLM-1160,Sandra Davis,Comprehensive,9567.74,8607.96,2025-04-29,2025-04-29,2025-07-02,APPROVED,"TN City, TN",TN,Comprehensive incident reported at TN City. Minor damage reported.,True,True,2,,,,,,False
CLM-2026-004055,POL-2024-051,CLM-1338,Thomas Jackson,Ruitschade,1573.57,1306.83,2025-02-17,2025-02-11,2025-04-06,CLOSED,"San Francisco, CA",CA,Ruitschade incident reported at San Francisco. Minor damage reported.,True,True,0,,,,,,False
CLM-2026-004056,POL-2022-652,CLM-223,Sarah Johnson,Property Theft,6747.88,5927.56,2024-02-02,2024-01-29,2024-04-13,SETTLED,"VA City, VA",VA,Property Theft incident reported at VA City. Multiple vehicles involved.,True,True,1,,,,,,True
CLM-2026-004057,POL-2024-483,CLM-1383,Sarah Clark,Fire Damage,25598.74,18156.06,2023-06-20,2023-06-06,2023-09-14,APPROVED,"CT City, CT",CT,Fire Damage incident reported at CT City. Single vehicle incident.,True,True,1,,,,,,False
CLM-2026-004058,POL-2020-484,CLM-893,Lisa Sanchez,Personal Injury,90707.34,,2023-06-24,2023-06-11,,PENDING,"CO City, CO",CO,Personal Injury incident reported at CO City. Weather-related incident.,True,True,2,,,,,,False
CLM-2026-004059,POL-2023-353,CLM-649,Jessica Jackson,Fire Damage,44275.28,,2025-03-14,2025-03-02,,UNDER_REVIEW,"Rochester, NY",NY,Fire Damage incident reported at Rochester. Single vehicle incident.,False,False,2,,,,,,False
CLM-2026-004060,POL-2023-425,CLM-1114,Daniel Jackson,Medical,36114.44,,2023-11-11,2023-10-30,,DENIED,"WA City, WA",WA,Medical incident reported at WA City. Significant damage to vehicle.,True,True,1,,,,,,False
CLM-2026-004061,POL-2022-526,CLM-983,Karen Taylor,Ruitschade,1335.99,,2024-05-21,2024-05-17,,UNDER_REVIEW,"CT City, CT",CT,Ruitschade incident reported at CT City. Multiple vehicles involved.,False,False,0,,,,,,True
CLM-2026-004062,POL-2024-387,CLM-843,Charles Brown,Comprehensive,4538.93,3826.1,2023-04-07,2023-04-07,2023-05-30,APPROVED,"CT City, CT",CT,Comprehensive incident reported at CT City. Multiple vehicles involved.,True,False,1,,,,,,False
CLM-2026-004063,POL-2024-623,CLM-843,Charles Brown,Auto Collision,19829.29,,2023-11-14,2023-11-04,,DENIED,"CT City, CT",CT,Auto Collision incident reported at CT City. Significant damage to vehicle.,True,True,0,PBK7W2K22MYKBX3KJ,Ford,Escape,2022.0,NNE797,False
CLM-2026-004064,POL-2024-027,CLM-1176,Lisa Robinson,Property Theft,5638.04,5190.15,2023-12-17,2023-12-12,2024-02-08,APPROVED,"UT City, UT",UT,Property Theft incident reported at UT City. Minor damage reported.,True,True,1,,,,,,False
CLM-2026-004065,POL-2020-917,CLM-753,Daniel Moore,Medical,68060.23,,2023-07-24,2023-07-23,,DENIED,"IN City, IN",IN,Medical incident reported at IN City. Multiple vehicles involved.,True,True,0,,,,,,False
CLM-2026-004066,POL-2021-560,CLM-309,Thomas Moore,Major Collision,68950.99,68330.6,2023-07-28,2023-07-22,2023-10-23,APPROVED,"NJ City, NJ",NJ,Major Collision incident reported at NJ City. Minor damage reported.,True,True,1,8R7KL8SCR9RCG7RM0,Mercedes,GLE,2024.0,TRP353,False
CLM-2026-004067,POL-2022-698,CLM-1773,Michael Jones,Property Theft,28799.67,,2023-06-28,2023-06-28,,DENIED,"Macon, GA",GA,Property Theft incident reported at Macon. Single vehicle incident.,False,False,1,,,,,,False
CLM-2026-004068,POL-2020-350,CLM-163,Mary Sanchez,Hail Damage,12768.06,9532.54,2025-10-17,2025-10-03,2025-11-19,APPROVED,"WA City, WA",WA,Hail Damage incident reported at WA City. Single vehicle incident.,True,True,1,,,,,,False
CLM-2026-004069,POL-2025-599,CLM-568,Sandra Williams,Vandalism,3609.3,,2025-07-23,2025-07-23,,DENIED,"MD City, MD",MD,Vandalism incident reported at MD City. Significant damage to vehicle.,True,True,0,,,,,,False
CLM-2026-004070,POL-2025-646,CLM-564,Matthew Anderson,Auto Accident,3730.33,2757.97,2024-01-13,2024-01-04,2024-01-29,SETTLED,"MO City, MO",MO,Auto Accident incident reported at MO City. Parking lot incident.,True,True,2,UA785WB2EUNUD0E1Z,Toyota,RAV4,2015.0,NGK513,False
CLM-2026-004071,POL-2021-412,CLM-1935,James Sanchez,Major Collision,23848.98,23586.57,2024-07-15,2024-07-04,2024-08-01,APPROVED,"Macon, GA",GA,Major Collision incident reported at Macon. Weather-related incident.,True,True,1,7V8YRGXUEXJ3ATCKU,Honda,Civic,2023.0,XMC359,True
CLM-2026-004072,POL-2020-604,CLM-1080,Mary Taylor,Water Damage,25269.05,24796.28,2024-06-03,2024-05-25,2024-08-11,SETTLED,"KY City, KY",KY,Water Damage incident reported at KY City. Weather-related incident.,False,False,2,,,,,,False
CLM-2026-004073,POL-2020-130,CLM-291,Margaret Lewis,Fire Damage,47150.34,39419.13,2025-12-09,2025-12-08,2026-01-17,SETTLED,"CO City, CO",CO,Fire Damage incident reported at CO City. Weather-related incident.,True,False,0,,,,,,False
CLM-2026-004074,POL-2022-756,CLM-825,Betty Lee,Water Damage,24514.8,,2024-07-09,2024-07-06,,PENDING,"OR City, OR",OR,Water Damage incident reported at OR City. Single vehicle incident.,False,True,1,,,,,,False
CLM-2026-004075,POL-2021-334,CLM-1252,Betty Miller,Medical,5763.3,,2025-06-08,2025-06-02,,PENDING,"IN City, IN",IN,Medical incident reported at IN City. Multiple vehicles involved.,True,True,0,,,,,,False
CLM-2026-004076,POL-2020-859,CLM-543,James Miller,Vandalism,6981.25,5613.74,2024-08-29,2024-08-24,2024-11-10,APPROVED,"OK City, OK",OK,Vandalism incident reported at OK City. Multiple vehicles involved.,True,True,1,,,,,,False
CLM-2026-004077,POL-2023-120,CLM-1641,Susan Anderson,Personal Injury,91066.18,87396.47,2023-08-14,2023-08-11,2023-10-25,APPROVED,"CT City, CT",CT,Personal Injury incident reported at CT City. Multiple vehicles involved.,True,True,0,,,,,,False
CLM-2026-004078,POL-2023-729,CLM-1759,Elizabeth Lewis,Medical,3985.93,,2024-05-16,2024-05-09,,UNDER_REVIEW,"Detroit, MI",MI,Medical incident reported at Detroit. Single vehicle incident.,True,True,0,,,,,,False
CLM-2026-004079,POL-2021-672,CLM-1572,Sarah Hernandez,Auto Collision,4446.91,4326.42,2025-08-02,2025-07-26,2025-10-28,SETTLED,"CT City, CT",CT,Auto Collision incident reported at CT City. Significant damage to vehicle.,True,True,2,1H1XZ9TYGM6NVE2AB,Kia,Sorento,2018.0,ERP331,False
CLM-2026-004080,POL-2020-972,CLM-1246,Robert Garcia,Auto Theft,9266.8,,2023-12-17,2023-12-03,,PENDING,"Sterling Heights, MI",MI,Auto Theft incident reported at Sterling Heights. Parking lot incident.,True,True,3,1NHDZ1PNKKMB54R9W,Chevrolet,Equinox,2020.0,LFD378,False
CLM-2026-004081,POL-2025-190,CLM-1569,Betty Thompson,Major Collision,43303.25,31129.08,2025-06-07,2025-06-04,2025-07-03,APPROVED,"Cincinnati, OH",OH,Major Collision incident reported at Cincinnati. Parking lot incident.,False,True,1,2JRJP92HHK06D4SZE,Nissan,Maxima,2018.0,MPA295,False
CLM-2026-004082,POL-2020-829,CLM-1105,Susan Brown,Vandalism,3336.94,3131.55,2024-07-10,2024-06-26,2024-08-11,APPROVED,"WI City, WI",WI,Vandalism incident reported at WI City. Significant damage to vehicle.,True,True,0,,,,,,False
CLM-2026-004083,POL-2024-808,CLM-1468,Nancy Jones,Auto Accident,7073.71,5091.73,2024-09-12,2024-09-06,2024-10-11,APPROVED,"SC City, SC",SC,Auto Accident incident reported at SC City. Multiple vehicles involved.,True,True,1,6ZPGJ75RKJT1EK2RK,Chevrolet,Camaro,2025.0,ZXE897,False
CLM-2026-004084,POL-2024-227,CLM-1645,Mary Taylor,Vandalism,7744.45,,2023-04-17,2023-04-14,,UNDER_REVIEW,"AL City, AL",AL,Vandalism incident reported at AL City. Multiple vehicles involved.,True,True,1,,,,,,False
CLM-2026-004085,POL-2021-152,CLM-110,Daniel Williams,Property Damage,45719.26,37180.86,2024-05-06,2024-04-22,2024-07-11,APPROVED,"VA City, VA",VA,Property Damage incident reported at VA City. Multiple vehicles involved.,True,True,1,,,,,,False
CLM-2026-004086,POL-2023-388,CLM-864,Matthew Moore,Comprehensive,10939.86,9131.28,2024-11-20,2024-11-09,2024-12-08,APPROVED,"MA City, MA",MA,Comprehensive incident reported at MA City. Significant damage to vehicle.,True,True,0,,,,,,False
CLM-2026-004087,POL-2020-407,CLM-1794,Nancy Thompson,Auto Collision,22920.68,19785.82,2025-11-28,2025-11-28,2025-12-21,SETTLED,"SC City, SC",SC,Auto Collision incident reported at SC City. Single vehicle incident.,True,True,0,SUE5MXV06KVG3AG0W,Honda,Civic,2015.0,ZTK528,True
CLM-2026-004088,POL-2024-076,CLM-076,Betty Rodriguez,Fire Damage,55637.71,44352.29,2023-10-10,2023-09-26,2023-11-07,APPROVED,"MD City, MD",MD,Fire Damage incident reported at MD City. Significant damage to vehicle.,False,True,2,,,,,,True
CLM-2026-004089,POL-2024-076,CLM-1887,Matthew Martinez,Hail Damage,1038.28,744.15,2025-02-01,2025-01-31,2025-04-02,APPROVED,"IN City, IN",IN,Hail Damage incident reported at IN City. Parking lot incident.,False,True,1,,,,,,False
CLM-2026-004090,POL-2020-339,CLM-1704,Michael Gonzalez,Liability,61914.65,54292.16,2023-08-31,2023-08-18,2023-11-15,APPROVED,"MD City, MD",MD,Liability incident reported at MD City. Significant damage to vehicle.,True,False,1,,,,,,False
CLM-2026-004091,POL-2025-081,CLM-1662,Jennifer Robinson,Water Damage,5115.8,,2023-02-17,2023-02-10,,PENDING,"Tampa, FL",FL,Water Damage incident reported at Tampa. Significant damage to vehicle.,False,True,0,,,,,,False
CLM-2026-004092,POL-2024-663,CLM-135,Karen Gonzalez,Vandalism,9014.57,,2025-09-12,2025-09-09,,PENDING,"LA City, LA",LA,Vandalism incident reported at LA City. Weather-related incident.,True,True,0,,,,,,False
CLM-2026-004093,POL-2020-069,CLM-1627,Elizabeth Garcia,Auto Accident,9953.59,9023.77,2024-02-13,2024-02-05,2024-03-17,APPROVED,"CO City, CO",CO,Auto Accident incident reported at CO City. Minor damage reported.,True,True,0,FDWDEKFMY7NEL56MF,Ford,Focus,2016.0,FLJ756,False
CLM-2026-004094,POL-2023-872,CLM-1506,James Thompson,Water Damage,11620.78,,2024-01-19,2024-01-19,,PENDING,"UT City, UT",UT,Water Damage incident reported at UT City. Single vehicle incident.,False,True,1,,,,,,True
CLM-2026-004095,POL-2022-786,CLM-200,Christopher Thomas,Property Theft,13695.29,,2025-05-07,2025-04-27,,UNDER_REVIEW,"Warren, MI",MI,Property Theft incident reported at Warren. Significant damage to vehicle.,True,False,2,,,,,,False
CLM-2026-004096,POL-2023-952,CLM-808,Thomas Perez,Fire Damage,15496.07,13564.55,2023-06-30,2023-06-27,2023-07-13,APPROVED,"OR City, OR",OR,Fire Damage incident reported at OR City. Single vehicle incident.,True,False,2,,,,,,False
CLM-2026-004097,POL-2021-528,CLM-1856,Charles Lopez,Auto Theft,31768.5,24648.68,2023-04-05,2023-04-03,2023-06-07,APPROVED,"UT City, UT",UT,Auto Theft incident reported at UT City. Single vehicle incident.,True,True,3,2MCGS249PFHCSJSPG,BMW,X3,2025.0,PSC606,False
CLM-2026-004098,POL-2023-166,CLM-518,Barbara Brown,Hail Damage,9143.41,6847.4,2025-10-31,2025-10-18,2025-12-14,CLOSED,"NJ City, NJ",NJ,Hail Damage incident reported at NJ City. Weather-related incident.,False,True,1,,,,,,False
CLM-2026-004099,POL-2025-558,CLM-1174,Betty Clark,Medical,69852.82,53972.0,2023-03-30,2023-03-29,2023-06-25,APPROVED,"Greensboro, NC",NC,Medical incident reported at Greensboro. Multiple vehicles involved.,True,True,0,,,,,,True
CLM-2026-004100,POL-2021-245,CLM-160,Patricia Jones,Liability,36798.63,,2025-11-11,2025-11-10,,PENDING,"LA City, LA",LA,Liability incident reported at LA City. Parking lot incident.,True,True,1,,,,,,False
CLM-2026-004101,POL-2020-331,CLM-162,Sandra Hernandez,Vandalism,8389.05,,2023-02-17,2023-02-13,,DENIED,"Erie, PA",PA,Vandalism incident reported at Erie. Significant damage to vehicle.,True,True,1,,,,,,False
CLM-2026-004102,POL-2022-297,CLM-081,Patricia Taylor,Major Collision,72366.8,,2023-04-13,2023-04-08,,PENDING,"LA City, LA",LA,Major Collision incident reported at LA City. Minor damage reported.,True,True,2,S1AXJ4W4SGG1XUMKT,BMW,X5,2019.0,FON423,False
CLM-2026-004103,POL-2022-833,CLM-349,Robert Anderson,Liability,85510.8,,2024-12-30,2024-12-20,,DENIED,"AL City, AL",AL,Liability incident reported at AL City. Weather-related incident.,False,True,0,,,,,,False
CLM-2026-004104,POL-2025-548,CLM-1051,Lisa Harris,Liability,79317.7,65207.7,2024-03-10,2024-03-10,2024-05-11,APPROVED,"TN City, TN",TN,Liability incident reported at TN City. Parking lot incident.,True,True,1,,,,,,False
CLM-2026-004105,POL-2025-734,CLM-1187,Richard Jackson,Property Theft,22738.84,20810.96,2025-05-12,2025-05-09,2025-05-28,APPROVED,"WI City, WI",WI,Property Theft incident reported at WI City. Weather-related incident.,True,True,1,,,,,,False
CLM-2026-004106,POL-2020-960,CLM-1991,Christopher Ramirez,Medical,12364.82,8989.28,2024-01-27,2024-01-20,2024-04-25,APPROVED,"Sterling Heights, MI",MI,Medical incident reported at Sterling Heights. Multiple vehicles involved.,True,True,2,,,,,,False
CLM-2026-004107,POL-2025-856,CLM-833,Susan White,Comprehensive,5983.9,4201.24,2025-08-19,2025-08-12,2025-11-05,APPROVED,"MA City, MA",MA,Comprehensive incident reported at MA City. Minor damage reported.,True,True,2,,,,,,False
CLM-2026-004108,POL-2020-921,CLM-1968,Margaret Johnson,Property Damage,42528.51,42505.23,2024-03-01,2024-02-28,2024-04-07,APPROVED,"KY City, KY",KY,Property Damage incident reported at KY City. Multiple vehicles involved.,True,True,0,,,,,,True
CLM-2026-004109,POL-2022-386,CLM-1929,Betty Perez,Liability,25335.49,,2023-12-04,2023-11-27,,DENIED,"WI City, WI",WI,Liability incident reported at WI City. Significant damage to vehicle.,True,True,0,,,,,,False
CLM-2026-004110,POL-2021-513,CLM-1150,Thomas Harris,Ruitschade,2437.68,1864.52,2023-03-12,2023-02-28,2023-04-21,APPROVED,"IN City, IN",IN,Ruitschade incident reported at IN City. Weather-related incident.,True,False,2,,,,,,False
CLM-2026-004111,POL-2022-001,CLM-1397,Sandra Perez,Personal Injury,80203.73,,2024-06-11,2024-06-03,,DENIED,"VA City, VA",VA,Personal Injury incident reported at VA City. Weather-related incident.,True,True,0,,,,,,False
CLM-2026-004112,POL-2020-779,CLM-1427,Christopher Williams,Medical,29065.3,29029.18,2024-12-30,2024-12-17,2025-01-29,APPROVED,"SC City, SC",SC,Medical incident reported at SC City. Minor damage reported.,False,True,0,,,,,,False
CLM-2026-004113,POL-2022-093,CLM-1356,Daniel Davis,Ruitschade,1796.28,1724.65,2024-06-15,2024-06-13,2024-08-02,APPROVED,"Winston-Salem, NC",NC,Ruitschade incident reported at Winston-Salem. Significant damage to vehicle.,True,True,1,,,,,,False
CLM-2026-004114,POL-2020-227,CLM-1455,Anthony Hernandez,Property Theft,2390.47,1889.18,2023-02-10,2023-02-07,2023-03-24,APPROVED,"Aurora, IL",IL,Property Theft incident reported at Aurora. Parking lot incident.,True,True,1,,,,,,False
CLM-2026-004115,POL-2023-834,CLM-913,Michael Davis,Fire Damage,63570.95,50057.16,2025-06-28,2025-06-18,2025-09-04,APPROVED,"CO City, CO",CO,Fire Damage incident reported at CO City. Minor damage reported.,True,False,2,,,,,,False
CLM-2026-004116,POL-2025-029,CLM-519,Mary Lopez,Personal Injury,96414.55,86259.84,2024-02-28,2024-02-27,2024-05-26,APPROVED,"San Jose, CA",CA,Personal Injury incident reported at San Jose. Parking lot incident.,False,True,2,,,,,,False
CLM-2026-004117,POL-2022-765,CLM-1176,Lisa Robinson,Personal Injury,111335.76,94793.73,2024-07-22,2024-07-18,2024-09-15,APPROVED,"UT City, UT",UT,Personal Injury incident reported at UT City. Multiple vehicles involved.,True,True,3,,,,,,True
CLM-2026-004118,POL-2020-702,CLM-1645,Mary Taylor,Fire Damage,94520.55,70748.65,2024-01-24,2024-01-15,2024-03-16,APPROVED,"AL City, AL",AL,Fire Damage incident reported at AL City. Single vehicle incident.,True,True,0,,,,,,False
CLM-2026-004119,POL-2025-551,CLM-1874,Betty Robinson,Personal Injury,26456.15,22304.27,2023-02-12,2023-02-05,2023-04-11,APPROVED,"VA City, VA",VA,Personal Injury incident reported at VA City. Single vehicle incident.,True,True,3,,,,,,False
CLM-2026-004120,POL-2023-489,CLM-976,Nancy Sanchez,Auto Collision,19478.13,18718.19,2023-01-21,2023-01-16,2023-03-23,APPROVED,"OK City, OK",OK,Auto Collision incident reported at OK City. Weather-related incident.,False,True,2,MZ1JCK9NT2GM4JGZT,Honda,Odyssey,2025.0,VSI751,True
CLM-2026-004121,POL-2022-158,CLM-493,Betty Brown,Property Theft,11921.7,,2024-03-07,2024-03-01,,PENDING,"Sacramento, CA",CA,Property Theft incident reported at Sacramento. Single vehicle incident.,True,True,0,,,,,,False
CLM-2026-004122,POL-2023-168,CLM-1380,Karen Brown,Medical,43798.68,33102.91,2024-03-08,2024-02-24,2024-04-18,CLOSED,"Houston, TX",TX,Medical incident reported at Houston. Parking lot incident.,True,True,0,,,,,,False
CLM-2026-004123,POL-2025-042,CLM-1149,Karen Moore,Auto Collision,13143.85,12359.56,2025-12-02,2025-11-29,2025-12-12,APPROVED,"NJ City, NJ",NJ,Auto Collision incident reported at NJ City. Minor damage reported.,True,True,1,JT9LJDJN3RS0A9YB1,Mercedes,GLC,2017.0,BET748,False
CLM-2026-004124,POL-2025-936,CLM-627,Matthew White,Liability,14807.91,13439.72,2025-05-23,2025-05-18,2025-08-03,SETTLED,"IN City, IN",IN,Liability incident reported at IN City. Parking lot incident.,True,True,3,,,,,,False
CLM-2026-004125,POL-2021-575,CLM-1453,Jessica Wilson,Vandalism,1100.63,1042.21,2024-11-17,2024-11-06,2024-12-29,APPROVED,"TN City, TN",TN,Vandalism incident reported at TN City. Minor damage reported.,True,True,3,,,,,,False
CLM-2026-004126,POL-2025-898,CLM-139,Elizabeth Smith,Property Damage,28849.37,25160.39,2024-06-20,2024-06-08,2024-08-27,CLOSED,"WA City, WA",WA,Property Damage incident reported at WA City. Parking lot incident.,True,True,1,,,,,,False
CLM-2026-004127,POL-2024-784,CLM-499,Michael Ramirez,Vandalism,4442.22,,2023-11-11,2023-10-29,,PENDING,"WA City, WA",WA,Vandalism incident reported at WA City. Significant damage to vehicle.,True,True,2,,,,,,False
CLM-2026-004128,POL-2024-172,CLM-322,Joseph Miller,Auto Theft,26536.64,,2025-02-09,2025-02-07,,PENDING,"Cincinnati, OH",OH,Auto Theft incident reported at Cincinnati. Significant damage to vehicle.,True,False,3,TJ818SEZWH4K1U1RH,Hyundai,Tucson,2017.0,DLX504,False
CLM-2026-004129,POL-2020-044,CLM-475,Elizabeth Anderson,Comprehensive,9343.16,7678.06,2023-05-11,2023-05-07,2023-06-28,CLOSED,"Fort Worth, TX",TX,Comprehensive incident reported at Fort Worth. Single vehicle incident.,True,True,1,,,,,,False
CLM-2026-004130,POL-2021-981,CLM-435,Christopher Moore,Major Collision,25040.66,22102.76,2023-07-26,2023-07-18,2023-09-07,CLOSED,"Orlando, FL",FL,Major Collision incident reported at Orlando. Parking lot incident.,False,True,0,2AY68BG4HMBEV95UT,Volkswagen,Passat,2024.0,QFN892,True
CLM-2026-004131,POL-2020-533,CLM-1881,Karen Clark,Property Theft,18869.44,16581.36,2023-04-13,2023-04-05,2023-05-30,APPROVED,"CT City, CT",CT,Property Theft incident reported at CT City. Parking lot incident.,True,True,1,,,,,,True
CLM-2026-004132,POL-2024-084,CLM-944,Joseph Ramirez,Auto Accident,29344.15,27222.88,2025-10-11,2025-10-04,2025-10-19,APPROVED,"NJ City, NJ",NJ,Auto Accident incident reported at NJ City. Minor damage reported.,True,True,1,4622ZDN44KWYDLAK6,Honda,Pilot,2016.0,CLJ611,False
CLM-2026-004133,POL-2021-591,CLM-1768,Matthew Ramirez,Hail Damage,9007.59,8125.29,2026-01-03,2025-12-31,2026-01-24,SETTLED,"MD City, MD",MD,Hail Damage incident reported at MD City. Single vehicle incident.,False,True,3,,,,,,False
CLM-2026-004134,POL-2024-831,CLM-866,John White,Comprehensive,12031.37,,2024-08-06,2024-08-03,,PENDING,"Columbus, GA",GA,Comprehensive incident reported at Columbus. Significant damage to vehicle.,True,False,0,,,,,,False
CLM-2026-004135,POL-2023-237,CLM-215,John Harris,Auto Accident,23127.86,22956.54,2025-04-28,2025-04-25,2025-05-17,APPROVED,"TN City, TN",TN,Auto Accident incident reported at TN City. Significant damage to vehicle.,True,True,0,KWPPF9HBZXT71DTTU,Chevrolet,Tahoe,2018.0,FNR852,False
CLM-2026-004136,POL-2025-823,CLM-1210,Linda Jackson,Hail Damage,2155.83,,2023-04-03,2023-04-01,,PENDING,"Allentown, PA",PA,Hail Damage incident reported at Allentown. Single vehicle incident.,True,True,3,,,,,,False
CLM-2026-004137,POL-2023-027,CLM-1916,Margaret Lopez,Liability,20564.72,16816.93,2023-10-09,2023-09-29,2023-12-17,APPROVED,"Winston-Salem, NC",NC,Liability incident reported at Winston-Salem. Significant damage to vehicle.,False,True,2,,,,,,False
CLM-2026-004138,POL-2022-576,CLM-1216,Linda Taylor,Comprehensive,1269.24,1135.37,2025-12-16,2025-12-06,2026-01-06,CLOSED,"San Francisco, CA",CA,Comprehensive incident reported at San Francisco. Multiple vehicles involved.,True,True,1,,,,,,True
CLM-2026-004139,POL-2024-764,CLM-249,Nancy Thompson,Personal Injury,45455.33,32340.71,2024-02-17,2024-02-05,2024-04-07,APPROVED,"Dallas, TX",TX,Personal Injury incident reported at Dallas. Significant damage to vehicle.,True,True,1,,,,,,False
CLM-2026-004140,POL-2023-081,CLM-1954,Anthony Thompson,Auto Collision,11102.43,,2023-11-06,2023-11-06,,DENIED,"Houston, TX",TX,Auto Collision incident reported at Houston. Parking lot incident.,True,False,2,7WWWCN0VGBXJF3TJD,Nissan,Pathfinder,2023.0,IOT272,False
CLM-2026-004141,POL-2022-061,CLM-184,David Garcia,Vandalism,3910.71,,2025-04-30,2025-04-21,,UNDER_REVIEW,"CO City, CO",CO,Vandalism incident reported at CO City. Parking lot incident.,False,False,2,,,,,,False
CLM-2026-004142,POL-2024-084,CLM-948,Susan Hernandez,Liability,12677.67,11922.35,2023-01-22,2023-01-20,2023-01-31,CLOSED,"San Francisco, CA",CA,Liability incident reported at San Francisco. Single vehicle incident.,True,True,2,,,,,,False
CLM-2026-004143,POL-2024-716,CLM-479,Karen Robinson,Property Theft,17867.86,,2025-04-18,2025-04-10,,PENDING,"MD City, MD",MD,Property Theft incident reported at MD City. Parking lot incident.,True,True,1,,,,,,False
CLM-2026-004144,POL-2020-533,CLM-1490,Michael Perez,Auto Theft,12243.39,9800.15,2023-09-23,2023-09-12,2023-11-06,APPROVED,"CO City, CO",CO,Auto Theft incident reported at CO City. Multiple vehicles involved.,True,False,0,4XYB9SA1BMHBLZ5NM,Nissan,Pathfinder,2022.0,SAX754,False
CLM-2026-004145,POL-2020-059,CLM-094,Robert Ramirez,Fire Damage,91847.43,,2025-02-05,2025-01-29,,DENIED,"Jacksonville, FL",FL,Fire Damage incident reported at Jacksonville. Minor damage reported.,True,True,0,,,,,,False
CLM-2026-004146,POL-2020-477,CLM-1555,Christopher Taylor,Auto Accident,18613.95,,2025-10-03,2025-10-02,,PENDING,"AL City, AL",AL,Auto Accident incident reported at AL City. Minor damage reported.,True,True,1,RMJYXDUW4Y5E3A5V7,Hyundai,Sonata,2021.0,WTI552,False
CLM-2026-004147,POL-2020-127,CLM-1503,William Lopez,Vandalism,9616.55,8377.0,2024-12-24,2024-12-24,2025-02-17,SETTLED,"Charlotte, NC",NC,Vandalism incident reported at Charlotte. Significant damage to vehicle.,True,True,3,,,,,,False
CLM-2026-004148,POL-2024-833,CLM-1974,Linda Taylor,Property Theft,23885.48,19533.29,2024-05-09,2024-04-26,2024-07-01,APPROVED,"NJ City, NJ",NJ,Property Theft incident reported at NJ City. Single vehicle incident.,False,True,1,,,,,,False
CLM-2026-004149,POL-2023-918,CLM-053,Lisa Williams,Fire Damage,129360.85,127077.99,2025-01-13,2025-01-05,2025-02-06,CLOSED,"AZ City, AZ",AZ,Fire Damage incident reported at AZ City. Significant damage to vehicle.,False,False,2,,,,,,False
CLM-2026-004150,POL-2021-970,CLM-796,Mary Miller,Liability,59210.6,51685.84,2024-11-19,2024-11-09,2024-12-23,APPROVED,"MD City, MD",MD,Liability incident reported at MD City. Significant damage to vehicle.,True,True,0,,,,,,True
CLM-2026-004151,POL-2021-005,CLM-238,Thomas Williams,Property Theft,4257.22,3400.73,2024-10-24,2024-10-15,2025-01-13,APPROVED,"WA City, WA",WA,Property Theft incident reported at WA City. Significant damage to vehicle.,True,True,1,,,,,,False
CLM-2026-004152,POL-2023-501,CLM-1113,Richard Lopez,Ruitschade,2139.73,2088.47,2023-08-24,2023-08-24,2023-09-24,APPROVED,"MO City, MO",MO,Ruitschade incident reported at MO City. Weather-related incident.,True,True,1,,,,,,False
